#TRACK_CODE,#RJ-CODE,#CV_IDS,#TAG_IDS,#SERIES_IDS,#ENG-NAME,#JAP-NAME,#THUMBNAIL,#IMAGES,#AUDIOS,#ADDITIONAL_URLS
19178,RJ276886,"1","1-2-3-4","1","Ripe Woman 12: Another Friend’s Mother","熟れた女12:友だちのお母さん 2人目","1->19178(0)","","2->19178t1",""
123049,RJ01246210,"3","34-19-1-6-29-25","","~The former sex slave succubus with the lowest level of self-esteem gives a devoted service♪~【A collection of the erotic moans of a succubus who is crazy about you♪】","【上位存在×元奴○】～自己肯定感最低レベルな元性奴○サキュバスのねっとり献身ご奉仕えっち♪～【あなたにゾッコンなサキュバスのエロいオホ声をたっぷり収録♪】","4->123049-0.jpg","4->123049-1.jpg,4->123049-2.jpg","17->123049t1.mp3",""
114278,RJ01180012,"3","34-19-1-86","","~A dark past and a mentally unstable saint who frequents the area for intimate sex~ {Pure love and loose sex that will make you fall asleep♪}","【無気力ダウナー】～暗い過去があるメンヘラ聖女の入り浸り密着性交～《純愛ゆるオホえっちでシコ寝必至♪》","4->114278-0.jpg","4->114278-1.jpg,4->114278-2.jpg","17->114278t1.mp3",""
117026,RJ01192535,"3","19-1-6-58-12-25","","You, the loner I chose as an elite♪ A downer mentally unstable busty JK’s exciting and lewd sexual life♪","【オホ声×ダウナーJK】エリートのボクが選んだぼっちのキミ♪ダウナーメンヘラ爆乳JKのどきどきドスケベ性処理当番性活♪","4->117026-0.jpg","4->117026-1.jpg,4->117026-2.jpg,4->117026-3.jpg,4->117026-4.jpg","17->117026t1.mp3,4->117026freetalk.mp3,4->117026%E7%9B%AE%E8%A6%9A%E3%81%BE%E3%81%97%E3%82%A2%E3%83%A9%E3%83%BC%E3%83%A0%E9%9F%B3%E5%A3%B0.mp3",""
122048,RJ01234695,"3-30","5-34-1-32-9-75-23","12","Yuru Oho Summer: Naked sisters and sweaty summer vacation","【初週限定特典付き】ゆるオホサマー はだか姉妹と汗だくえっち夏休み【全編ゆるオホ】","4->122048-0.jpg","4->122048-1.jpg,4->122048-2.jpg,4->122048-3.jpg,17->122048-4.mp4","17->122048t1.mp3",""
13655,RJ265279,"67-30","6-9-29-81-12-23","94","JK Succubus Cosplayers’ Ear-licking Sex","JKサキュバスレイヤーたちの飼い殺し耳舐めコスハメセックス♪","4->13655-0.jpg","4->13655-1.webp","17->13655t1.mp3",""
125332,RJ01280947,"67-30","5-6-29-81-12-23","94","JK succubus cosplayers’ lovey-dovey harem cohabitation life","JKサキュバスレイヤーたちの飼い殺しラブラブハーレム同棲生活","4->125332-0.jpg","4->125332-1.jpg,4->125332-2.jpg,4->125332-3.jpg,4->125332-4.jpg","17->125332t1.mp3,4->125332omake.mp3",""
125143,RJ01269578,"51","1-82-29-54-22","95","I’m exhausted from working at a black company, and a succubus comes to live with me and milks me for a sweet, semen-squeezing sex life♪","早期限定40%OFF【♦️チンカス大好き悪戯っ子〇リ処女サキュバス♦️】ブラック会社勤務でヘトヘトのボクと〇リ淫魔の押し掛け同棲甘ハメ搾精性活♪","4->125143-0.jpg","4->125143-1.jpg,4->125143-2.jpg","17->125143t1.mp3",""
124570,RJ01258434,"144","5-19-1-82-3-14","96","Obedient affair hot spring 2 ~ Brain orgasm, submissive submissive, 1 night 2 day cuckoo egg NTR baby making trip ~","期間限定30%OFF!いいなり不倫温泉2～脳イキ ドM媚び媚び1泊2日托卵NTR子作り旅行～【KU100】","4->124570-0.jpg","4->124570-1.jpg","17->124570t1.mp3",""
124143,RJ01142308,"30","5-19-1-32-9-115-14-12-24","","A story about monopolizing a pure and lewd junior college girl and having sweet breeding sex at a love hotel","清楚系ドスケベ後輩女子大生を独り占めしてラブホで甘々繁殖交尾する話","4->124143-0.jpg","4->124143-1.jpg","17->124143t1.mp3",""
123906,RJ01258294,"51","82-1-12-29-22","","Cheeky succubus J◯ is teased at a school festival soapland and reaches climax Ohoakume","【○リオホ×わからせ】生意気サキュバスJ◯を学祭ソープでわからせ絶頂オホアクメ","4->123906-0.jpg","4->123906-1.jpg,4->123906-2.jpg,4->123906-3.jpg,4->123906-4.jpg,4->123906-5.jpg,4->123906-6.jpg","17->123906t1.mp3,4->123906freetalk.mp3",""
124872,RJ01263711,"145","19-1-6-40-20","","Masochistic male premature ejaculation rehabilitation clinic ~ Low-pitched, expressionless nurse’s businesslike ejaculation management treatment ~","マゾオス専門早漏リハビリクリニック〜低音無表情ナースの事務的射精管理治療〜","4->124872-0.jpg","4->124872-1.jpg","17->124872t1.mp3,17->124872tokuten.mp3",""
123035,RJ01240960,"28","19-82-78-20-14-12-13","","It’s too late but I loved you ~Literary girl x BSS x vulgar low-pitched moaning~","【寝取られ/28日間限定イラスト差分つき】手遅れだけど君のことが好きでした～文学少女×BSS×お下品低音オホ声～【KU100】","4->123035-0.jpg","4->123035-1.jpg,4->123035-2.jpg,4->123035-3.jpg,4->123035-4.jpg","17->123035t1.mp3,17->123035bss_shiten.mp3",""
120172,RJ01226338,"146","48-61-57-59-12-54-13","","The girl I like is stuck in the wall and I can only watch as she is raped by a classmate","壁にハマった好きな子がクラスメイトに犯されているのを僕はただ見ている事しかできなかった【壁尻ワールド】","4->120172-0.jpg","4->120172-1.webp,4->120172-2.webp,4->120172-3.webp","17->120172t1.mp3",""
125140,RJ01265815,"6-3","19-78-21-33","","Nipple Beats! ~You won’t be able to stop moving to the sound! The development of a new nipple sensation that will make your knees tremble and your mouth drool!!~","【かんたん乳首開発】乳首ビーツ!～音に合わせて「ぜったいに」手が止められない!ガクガク膝が震えてよだれを垂れ流す新感覚の乳首開発!!～","4->125140-0.jpg","4->125140-1.jpg","17->125140t1.mp3",""
125298,RJ01272471,"28-6","5-34-6-3-78-56-19-81","21","Halloween Cuckolding of a Married Woman♪ Cosplay Married Woman and Creampie Sweet Oho Night♪","【どすけべ甘オホ】人妻寝ッ取リHalloween♪ コスプレ人妻んこと中出し甘オホNight♪【KU100ハイレゾ】","4->125298-0.jpg","4->125298-1.jpg,4->125298-2.jpg,4->125298-3.jpg,4->125298-4.jpg","17->125298t1.mp3,4->125298freetalk.mp3",""
126876,RJ01299406,"147","5-34-19-32-26-7","","The ideal girlfriend with a voluptuous body who will fulfill all your desires~","【対魔忍RPGX】鬼崎きららASMR～豊満ボディで欲求を全部叶えてくれるツンデレで理想の彼女～","31->126876-0.jpg","31->126876-1.jpg","30->126876t1.mp3,31->126876tokuten.mp3",""
110350,RJ01154500,"148","5-19-1-96-32-40","","Meticulous care ~ Intimate diagnosis and treatment from top to bottom by nurse girlfriend Aoi♪","無微不至的呵護～護士女友Aoi由上而下的親密診療♪【KU100高音質】","31->110350-0.jpg","31->110350-1.jpg,31->110350-2.jpg","30->110350t1.mp3",""
121093,RJ01171577,"5","5-19-6-29-128","56","Succubus Nursery School ～Only Masochists Can Enter. Lewd Orgasms Managed While Being Tortured in Baby Talk～","ドMしか入園できないサキュバス保育園 ～赤ちゃん言葉で責められながらドスケベ絶頂管理～","31->121093-0.jpg","31->121093-1.jpg","30->121093t1.mp3",""
117342,RJ01184547,"34","1-33-37-76-112","","When I exercise, my female juices start to overflow, and I have sex with a carnivorous, lewd instructor who moans and sweats.","運動するとメス汁が溢れ出してきちゃう肉食ドスケベインストラクターお姉さんとオホ声汗だくムレムレ生セックス♪【KU100】","31->117342-0.jpg","31->117342-2.jpg,31->117342-3.jpg","30->117342t1.mp3",""
123780,RJ01215824,"52","48-19-79-4-28-14-25","","Until the educational mom becomes her son’s friend’s female onahole. The pleasure training of a cuckold mom","教育ママが息子の友達の雌オナホになるまで。寝取られママの快楽躾け【ドS向け】【KU100】","31->123780-0.jpg","31->123780-1.webp,31->123780-2.webp","30->123780t1.mp3",""
126489,RJ01292503,"3","5-1-32-26-60-12-24","7","A story about a junior JK gravure idol who serves a dirty dick with smegma♡","12/2まで限定4大特典!後輩JKグラビアアイドルがチンカス汚ちんぽに媚び媚びご奉仕してくれるお話♡【KU100】","31->126489-0.jpg","31->126489-1.jpg,31->126489-2.jpg","30->126489t1.mp3,31->126489freetalk.mp3,31->126489tokuten.mp3",""
112769,RJ01145980,"9","25-6-26-28-54-109","97","Sweaty sex life under the covers with a voluptuous downer girl. [Low-voiced x Close-contact x Musty Sex]","⭐️10日間限定4大特典⭐️むちむち爆乳ダウナーJKと布団の中で汗だくえっちしまくる生活【低音✕超密着✕蒸れハメえっち】","31->112769-0.jpg","31->112769-1.jpg,31->112769-2.jpg","30->112769t1.mp3,30->112769omake.mp3",""
115542,RJ01182574,"6","34-73-6-26-78-28-42-54-109","98","Vulgar and sloppy downer sisters and lazy moaning sex at home","下品でだらしないダウナー姉妹とおうちでだらだらオホ声セックス","31->115542-0.jpg","31->115542-1.jpg","30->115542t1.mp3",""
123882,RJ01252224,"6","25-26-64-28-54-109","","Super close and intense sweaty sex with a dirty downer maid’s aged and steamy meat futon","下品なダウナーメイドの熟成されたムレムレ肉布団で超密着濃厚汗だくえっち","31->123882-0.jpg","31->123882-1.jpg","30->123882t1.mp3",""
52340,RJ285314,"149","5-19-3-20-44","99","Full body slippery married woman erotic oil massage ~ Thick oil service from a big breasted hidden bitch married woman → Secretly tasting in a shop where sex is prohibited ~","全身ぬるぬる人妻性感オイルマッサージ～巨乳隠れビッチ人妻の濃厚オイルサービス→本番禁止のお店でこっそり味見～【オイル風俗ASMR】","31->52340-0.jpg","31->52340-1.jpg","30->52340t1.mp3,31->52340omake.mp3",""
128715,RJ01315074,"3","34-1-49-9-20-12","9","Today’s Onahole Duty ~Duty Sex with the Black-Haired and Neat Class President~","今日のオナホ当番～黒髪清楚な委員長と義務えっち～【フォーリーサウンド】","31->128715-0.jpg","31->128715-1.jpg","30->128715t1.mp3",""
127393,RJ01306319,"3","34-1-9-29-22","9","Female succubus’s extreme hip-shaking pounding creampie","メス〇キサキュバスのエグ腰振り杭打ち中出し【フォーリーサウンド】","31->127393-0.jpg","31->127393-1.jpg","30->127393t1.mp3",""
128711,RJ01312058,"4","128-9-40-21-129-130","100","The “slightly strict” handjob treatment at the ejaculation clinic","射精診療科の“ちょっと厳し目の”手コキ寸止め治療","31->128711-0.jpg","","30->128711t1.mp3",""
97078,RJ01072769,"6","19-32-36-27-20-130","101","Tongue Chews","ベロチューイーツ【バイノーラル】","31->97078-0.jpg","31->97078-1.jpg","30->97078t1.mp3,31->97078omake.mp3",""
109387,RJ01141816,"3","6-63-25-92","","Playing lovers with a downer","【限定版】ダウナーな君と恋人ごっこ","31->109387-0.jpg","31->109387-1.jpg,31->109387-2.jpg","30->109387t1.mp3",""
114244,RJ01173411,"39-6","5-25-32-23-27-115-14","","A story about a high school idol who bullies you and is turned into a sex toy slave by a cool maid, starting a sweet harem sex life","【あまあま×ハーレム】アナタをいじめる現役アイドルJKがクールメイドにオナホ奴○化させられちゃって、あまあまハーレム性活が始まっちゃうお話","31->114244-0.jpg","31->114244-1.jpg,31->114244-2.jpg","30->114244t1.mp3",""
124922,RJ01274944,"14","5-1-6-33-9-27-14-125-129","","My childhood friend’s shy older sister was in heat and wouldn’t let me sleep. She attacked me in bed and in heat, whispering in my ear and telling me to get pregnant","幼馴染の内気なお姉ちゃんが発情して寝かせてくれない -布団で襲われ発情豹変ずっと密着耳元囁き孕ませ連呼♪-","31->124922-0.jpg","31->124922-1.jpg,31->124922-2.jpg","30->124922t1.mp3",""
112855,RJ01171467,"150","19-32-9-60-14-130","102","A cool and innocent JK pussy idol who recommends making babies with the “Idol Pregnancy Method”","“アイドル妊娠法”で子作り孕ませ推奨の、クールで無垢なJKおまんこアイドル【バイノーラル】","31->112855-0.jpg","31->112855-1.jpg,31->112855-2.jpg","30->112855t1.mp3",""
101971,RJ01098500,"150","34-1-80","103","I want to give a blowjob to a boy Iori-kun’s case ~ Every day is healed by a sweet and completely positive penis ~","男の娘にフェラチオしたい いおりくんの場合 ～あまあま全肯定おちんちんに癒される毎日～","31->101971-0.jpg","31->101971-1.jpg","30->101971t1.mp3",""
126682,RJ01282001,"4","1-52-71-41-72-87-131","","The Fall of the Strongest Magical Girl Misty Holia ~The Fall of My Sister~","最強魔法少女ミスティホーリアの陥落～実妹悪堕計画～","31->126682-0.jpg","31->126682-1.jpg,31->126682-2.jpg,31->126682-3.jpg","30->126682t1.mp3",""
99569,RJ01085267,"21","32-6-20","","Cock etiquette","チンポ礼節 【バイノーラル】","31->99569-0.jpg","31->99569-1.jpg","30->99569t1.mp3,31->99569omake.mp3",""
128703,RJ01308666,"146","19-1-55-115-104-21-129","104","After-school lesson with big-breasted cheerleader Chie Aizawa♪","巨乳チアガールの愛沢千恵に迫られる放課後レッスン♪【あまあま×寝取りJK】","31->128703-0.jpg","31->128703-1.jpg,31->128703-2.jpg,31->128703-3.jpg","30->128703t1.mp3",""
127729,RJ01302846,"6","26-37-28-58-54-12-132","","A school life filled with love and a ruthless busty devil who can destroy the world if she so desires","その気になれば世界を滅ぼせる冷酷な巨乳悪魔と愛に満ち溢れた学校性活","31->127729-0.jpg","31->127729-1.jpg","30->127729t1.mp3",""
125142,RJ01268787,"6","25-26-28-41-33-52-54","","A dirty sister who lets me use her dirty dick hole freely and has a lazy, groaning sex session at home","下品なチンコキ穴を自由に使わせてくれるダウナー汚姉ちゃんとおうちでだらだらオホ声えっち","31->125142-0.jpg","31->125142-1.jpg","30->125142t1.mp3",""
99926,RJ01087361,"37","19-1-6-9-27-130-86-20-129","105","A freshly erect penis ~A nun who absolutely wants to make him cum vs a hero who absolutely doesn’t want to cum~","【禁欲解禁どすけべシスターに射精するまで攻められる】ちんぽこたてたて ～絶対イかせたいシスター vs 絶対イきたくない主人公～","31->99926-0.jpg","31->99926-1.jpg","30->99926t1.mp3",""
123535,RJ01251665,"6","26-37-28-12-54","","A downer-type, mentally unstable high school girl is wrapped in a futon of plump flesh that is permeated with a strong female smell and has a super close and intense moaning sound.","ダウナー系メンヘラJKの強烈なメス臭が染み込んだムチムチ肉布団に包まれて超密着濃厚オホ声えっち","31->123535-0.jpg","31->123535-1.jpg","30->123535t1.mp3",""
126466,RJ01286566,"6","10-25-6-26-28-41-33-52-54-16","","Having intimate and passionate sex with my slovenly and untidy big sister (33 years old) in a dirty room filled with the smell of lustful body odor","クズでだらしないダウナーお姉ちゃん(33歳)と下品な体臭が充満している汚部屋で超密着濃厚オホ声えっち","31->126466-0.jpg","31->126466-1.jpg","31->126466t1.mp3,30->126466t2.mp3,30->126466t3.mp3,30->126466t4.mp3,30->126466t5.mp3,31->126466t6.mp3",""
127011,RJ01281489,"6","25-6-26-28-54-94","","A super close and intense o-ho voice sex with a shut-in downer demon king in a futon permeated with a vulgar lewd smell","引きこもりのダウナー魔王と下品な淫臭が染み込んだ布団の中で超密着濃厚オホ声えっち","31->127011-0.jpg","31->127011-1.jpg","30->127011t1.mp3",""
120511,RJ01221507,"21","5-19-32-6-57-129-24","","Your personal onahole JK-chan will love you and and get you pregnant♪","【JKオナホ強○令】あなただけのオナホJKちゃんとずぅ～っとラブラブ孕ませ懇願エッチ♪","31->120511-0.jpg","31->120511-1.jpg,31->120511-2.jpg","30->120511t1.mp3,31->120511Ex.mp3",""
131719,RJ01347873,"123","19-81-53-3-20","90","Cheating off-line with a frustrated busty housewife cosplayer and her favorite character cosplay","[スタジオレイン] 欲求不満な爆乳人妻レイヤーと推しキャラコスプレ浮気オフパコ","31->131719-0.jpg","31->131719-1.jpg","30->131719t1.mp3",""
131787,RJ01362071,"39","115","106","A blowjob-specializing penis massage parlor that gives you the best blowjobs 1","極上のフェラ抜きをしてくれるフェラ専門チンポエステ店 1","31->131787-0.jpg","31->131787-1.jpg,31->131787-2.jpg,31->131787-3.jpg","30->131787t1.mp3",""
131138,RJ01355818,"3","19-1-115-14-13","","The story of how I seduced and impregnated the always noisy discipline committee member with raw sex","【オホ声】いつもうるさい風紀委員を生ハメSEXで堕とし孕ませた話","31->131138-0.jpg","31->131138-1.jpg,31->131138-2.jpg,31->131138-3.jpg,31->131138-4.jpg,31->131138-5.jpg","30->131138t1.mp3",""
130719,RJ01333366,"45","5-1-6-26-37-115-133","22","Reverse Bunny’s Loud Mouth Fucking ~A dirty mouth pussy that attacks with the intention of impregnating you through the throat~","【フェラ特化】逆バニーの爆音お口交尾 ～喉から孕むつもりで攻めてくる下品な口ま●こ～《早期購入特典:ボーナストラック含む豪華3大特典!》","31->130719-0.jpg","31->130719-1.jpg","30->130719.mp3",""
130556,RJ01344347,"3","6-115-20-16-13-133","","[Teacher x Student] Sweet and obsessive sex with a student who refuses school","【先生×教え子】豪華5大特典共依存 -不登校ダウナー教え子と甘オホ執着セックス-","31->130556-0.jpg","31->130556-1.jpg","30->130556.mp3",""
